省份,性别,年龄,金额
广东,1,32,1240251.26
云南,1,32,1250000
河北,1,32,1257642.12
广东,1,32,1289119.68
江苏,1,32,1320586.91
陕西,1,32,1369070.37
山东,0,32,1395875.34
浙江,0,32,1397990.29
四川,1,32,1408108.66
浙江,1,32,1415410.27
江西,1,32,1437000
辽宁,1,32,1457158
北京,1,32,1532255.21
北京,0,32,1544538
上海,1,32,1613444.04
山东,1,32,1634562.47
湖北,0,32,1648402
北京,1,32,1718916.97
浙江,1,32,1946569.33
北京,0,32,1969712.01
北京,1,32,2000003
福建,0,32,2013786
上海,0,32,2067821.6
北京,1,32,2070004
上海,0,32,2083071.58
广东,1,32,2118843.89
广东,0,32,2126911.67
福建,0,32,2146543.54
北京,1,32,2204132.68
上海,1,32,2319427.32
北京,0,32,2352569.77
山西,1,32,2394350.48
北京,0,32,2411314.54
上海,0,32,2471761.88
北京,1,32,2555839.61
上海,1,32,2576202.72
内蒙古,1,32,2714284.03
宁夏,1,32,3448715
北京,0,32,4037741.09
上海,0,32,4180979.15
浙江,1,32,4588032.14
陕西,1,32,4956339.6
重庆,1,32,5639799.56
四川,1,33,0
江苏,1,33,0
湖北,0,33,0
四川,0,33,0
北京,0,33,0
山东,0,33,0
江苏,1,33,0
浙江,0,33,0
江苏,0,33,0
湖北,0,33,0
安徽,0,33,0
福建,1,33,0
江苏,1,33,0
辽宁,1,33,0
重庆,1,33,0
安徽,1,33,0
重庆,1,33,0
安徽,1,33,0
四川,0,33,0
福建,0,33,0
江西,0,33,0
北京,0,33,0
福建,1,33,0
浙江,1,33,0
江苏,1,33,0
内蒙古,1,33,0
四川,1,33,0
辽宁,0,33,0
浙江,1,33,0
辽宁,0,33,0
湖北,0,33,0
河南,0,33,0
云南,1,33,0
江苏,0,33,0
辽宁,1,33,0
福建,1,33,0
四川,1,33,0
辽宁,1,33,0
江苏,1,33,0
湖北,1,33,0
广东,1,33,0
浙江,0,33,0
黑龙江,1,33,0
湖北,0,33,0
辽宁,1,33,0
广东,0,33,0
贵州,1,33,0
广东,0,33,0
山东,1,33,0
吉林,1,33,1
江苏,1,33,1
福建,1,33,1
北京,1,33,1
广东,1,33,1
湖北,1,33,1
上海,0,33,1
北京,0,33,1
江苏,0,33,1.01
浙江,1,33,1.01
山东,1,33,1.1
北京,0,33,1.1
江苏,1,33,1.1
广西,0,33,1.1
北京,1,33,1.1
广东,1,33,1.5
广东,0,33,1.5
江苏,0,33,2
辽宁,1,33,2
湖北,0,33,2
安徽,0,33,2
内蒙古,1,33,2
辽宁,1,33,2
上海,1,33,2
重庆,1,33,2
山东,0,33,2
北京,0,33,2
北京,1,33,2
广东,1,33,2
黑龙江,1,33,2
上海,1,33,2
辽宁,1,33,2
浙江,1,33,2
湖北,1,33,2
广东,1,33,2
天津,1,33,2
广东,1,33,2
江苏,1,33,2
北京,0,33,2
上海,1,33,2
广东,1,33,2
重庆,1,33,2
江西,0,33,2
北京,1,33,2
浙江,1,33,2
北京,1,33,2
湖北,1,33,2
广东,1,33,2
福建,1,33,2
河北,0,33,2
辽宁,0,33,2
广东,1,33,2
广东,1,33,2
山东,1,33,2
福建,1,33,2
广东,1,33,2
江苏,1,33,2
,0,33,2.01
上海,1,33,3
湖北,1,33,3
广西,1,33,3
上海,1,33,3
河北,1,33,3
广西,1,33,3
黑龙江,1,33,3
上海,1,33,3
河南,1,33,3.01
上海,1,33,4
四川,1,33,4
山东,1,33,4
四川,1,33,4
广东,1,33,4
辽宁,1,33,4
上海,1,33,5
广西,1,33,5
重庆,1,33,5
广东,1,33,5
广东,1,33,5
辽宁,1,33,5
广西,1,33,5
云南,1,33,5
广东,1,33,5
四川,1,33,5
山东,1,33,6
江苏,1,33,6
江苏,1,33,6
山东,1,33,6
辽宁,1,33,7
四川,1,33,7
贵州,1,33,7
江苏,1,33,8
广东,1,33,8
辽宁,1,33,9
上海,0,33,9
广东,0,33,10
广西,0,33,10
湖北,1,33,10
广东,1,33,10
广西,1,33,10
上海,0,33,10
上海,1,33,10
上海,1,33,10
浙江,0,33,10
宁夏,0,33,10
浙江,1,33,10
山东,1,33,10
广西,1,33,10
福建,1,33,10
湖北,1,33,10.88
黑龙江,1,33,11
黑龙江,0,33,11
黑龙江,0,33,11
上海,1,33,11
山西,1,33,12
安徽,1,33,15
山东,1,33,15
安徽,0,33,16
广西,1,33,20
广西,1,33,20
山东,0,33,20
重庆,1,33,20
安徽,1,33,20
上海,1,33,22
广西,1,33,23
浙江,1,33,23
福建,1,33,23.75
福建,1,33,24
甘肃,1,33,27
北京,1,33,27
陕西,1,33,28
江苏,1,33,29
安徽,1,33,30
山东,1,33,32.29
广东,1,33,33.7
广东,1,33,34
河南,1,33,40
宁夏,1,33,41
河北,1,33,42
江苏,1,33,43
北京,1,33,44.64
江苏,1,33,49
吉林,1,33,50
广东,1,33,50
浙江,0,33,50
广东,1,33,52
北京,1,33,53
浙江,1,33,55
浙江,1,33,56
重庆,1,33,56
北京,1,33,60
山东,1,33,60.5
浙江,0,33,75
河北,0,33,80
山东,0,33,84
河北,1,33,84.25
海南,1,33,90
山东,1,33,96.43
黑龙江,1,33,97
广东,1,33,100
宁夏,0,33,100
广东,1,33,100
河南,1,33,100
浙江,1,33,100
北京,1,33,100
福建,0,33,100
福建,1,33,100
浙江,1,33,100
甘肃,1,33,100
天津,1,33,100
广东,1,33,100
浙江,1,33,100
福建,1,33,100
江苏,1,33,100
山东,1,33,100
江苏,1,33,100
上海,1,33,100
广东,0,33,100
浙江,1,33,100
福建,0,33,100
福建,1,33,100
河南,1,33,100
河北,1,33,100
新疆,0,33,100
吉林,0,33,100
福建,0,33,100
天津,1,33,100
云南,1,33,100
浙江,0,33,100
广东,0,33,100
北京,0,33,100
天津,0,33,100
四川,1,33,100
北京,1,33,100
江苏,1,33,100
浙江,1,33,100
浙江,1,33,100
福建,1,33,100
北京,1,33,100
福建,1,33,100
江苏,1,33,100
河北,1,33,100
云南,1,33,100
广东,1,33,100
广西,1,33,100
甘肃,0,33,100
江苏,1,33,100
广东,0,33,100
湖南,0,33,100
湖南,0,33,100
广西,1,33,100
广东,1,33,100
内蒙古,0,33,100
广东,0,33,100
安徽,1,33,100
江苏,1,33,100
山东,0,33,100
黑龙江,0,33,100
浙江,1,33,100
辽宁,1,33,100
江苏,1,33,100
湖南,1,33,100
广东,1,33,100
河北,0,33,100
河北,1,33,100
广东,0,33,100
北京,1,33,100
河南,1,33,100
山东,0,33,100
陕西,1,33,100
广东,0,33,100
河南,1,33,100
北京,1,33,100
广西,0,33,100
广东,1,33,100
广东,1,33,100
江苏,1,33,100
河北,0,33,100
江西,1,33,100
浙江,0,33,100
浙江,1,33,100
河北,0,33,100
湖南,0,33,100
江苏,0,33,100
安徽,0,33,100
江苏,1,33,100
辽宁,0,33,100
吉林,0,33,100
安徽,1,33,100
陕西,0,33,100
内蒙古,1,33,100
陕西,1,33,100
陕西,1,33,100
江苏,1,33,100
黑龙江,0,33,100
山西,1,33,100
广东,1,33,100
湖北,0,33,100
吉林,0,33,100
内蒙古,0,33,100
河南,0,33,100
河南,0,33,100
广东,0,33,100
广西,1,33,100
浙江,1,33,100
河南,1,33,100
河北,0,33,100
江苏,0,33,100
浙江,0,33,100
广东,1,33,100
山东,0,33,100
福建,1,33,100
安徽,0,33,100
陕西,0,33,100
江苏,1,33,100
辽宁,1,33,101
浙江,1,33,101
山东,0,33,101
广西,1,33,101
北京,0,33,101
河南,0,33,101
广西,1,33,101
河南,1,33,101
广东,1,33,101
山东,1,33,101
河南,0,33,101
辽宁,1,33,101
河南,0,33,101
河南,1,33,101
上海,1,33,101.99
黑龙江,1,33,102
上海,1,33,102
江苏,1,33,102
江西,1,33,102
上海,1,33,103
湖南,1,33,103
北京,1,33,103
河南,0,33,104
湖北,1,33,104
湖南,1,33,104
福建,1,33,104
江苏,1,33,105
北京,1,33,105
上海,1,33,107
四川,0,33,108
黑龙江,1,33,108
湖南,0,33,109
广东,1,33,110
广东,0,33,110.01
浙江,0,33,112
天津,1,33,113
广西,1,33,113
广东,1,33,115
上海,1,33,119
四川,0,33,120
广东,1,33,120
河北,0,33,139
河南,0,33,147
广东,0,33,150
山西,1,33,155
山西,1,33,160
黑龙江,0,33,189
江苏,1,33,199
广东,1,33,200
湖南,1,33,200
江苏,1,33,200
广东,1,33,200
湖北,1,33,200
山东,1,33,200
安徽,0,33,200
福建,0,33,200
河北,1,33,200
河南,1,33,200
山东,1,33,200
四川,0,33,200
安徽,1,33,200
浙江,0,33,200
辽宁,1,33,200
内蒙古,0,33,200.07
辽宁,1,33,200.81
山西,1,33,200.81
河南,1,33,200.81
山西,0,33,200.81
广西,1,33,200.81
山东,1,33,200.81
江西,1,33,200.81
广东,1,33,200.81
广东,1,33,200.81
上海,1,33,201
湖北,0,33,201
广东,1,33,201
广东,1,33,201
上海,1,33,201
福建,1,33,201
广东,1,33,201.81
江西,1,33,202
重庆,0,33,202
湖南,1,33,203
广东,1,33,213.06
浙江,0,33,220.44
江苏,0,33,257
山西,1,33,300
四川,1,33,300
浙江,1,33,300
山东,1,33,300
山东,1,33,300
湖北,1,33,300
江苏,1,33,300
云南,0,33,300
浙江,1,33,300
云南,0,33,300
广东,0,33,300.44
江苏,1,33,300.81
北京,1,33,300.81
陕西,1,33,300.81
广西,0,33,300.81
河北,1,33,301
江苏,1,33,301.81
江苏,1,33,303
安徽,1,33,304.48
青海,1,33,308
安徽,1,33,391
湖北,1,33,400.2
江苏,1,33,401.63
浙江,1,33,401.63
陕西,1,33,402
北京,1,33,402
浙江,1,33,414
河南,0,33,500
广东,0,33,500
湖北,1,33,500
上海,1,33,500
湖北,1,33,500
黑龙江,1,33,500
辽宁,1,33,500
重庆,1,33,500
江西,1,33,500
天津,1,33,501
云南,0,33,501
广东,1,33,501.25
广东,1,33,502
上海,1,33,510
吉林,1,33,512
河南,1,33,522
山东,1,33,539.86
甘肃,1,33,554.4
福建,0,33,600
湖南,1,33,603
北京,1,33,643
浙江,1,33,653.09
山西,1,33,698.83
山东,1,33,700.81
四川,1,33,702
湖南,1,33,703.87
北京,1,33,705
福建,1,33,716.63
四川,1,33,800
福建,1,33,802.5
广东,1,33,807
上海,1,33,820.25
广东,1,33,850
上海,1,33,917.81
江苏,0,33,969
辽宁,1,33,1000
河南,1,33,1000
广东,1,33,1000
河南,1,33,1000
江西,0,33,1000
福建,1,33,1000
河北,1,33,1000
河北,1,33,1000
广东,1,33,1000
浙江,1,33,1000
浙江,1,33,1000
广西,1,33,1000
北京,0,33,1000
北京,1,33,1000
广东,1,33,1000
广西,1,33,1000
江苏,1,33,1000
上海,1,33,1000
湖北,1,33,1000
天津,1,33,1000
北京,1,33,1000
辽宁,0,33,1000
浙江,0,33,1000
广东,1,33,1000
广东,0,33,1000
山东,1,33,1000
浙江,0,33,1000
江苏,1,33,1000
上海,0,33,1000
江苏,1,33,1000
上海,1,33,1000
江苏,1,33,1000
山东,0,33,1000
黑龙江,0,33,1000
河南,1,33,1000
福建,1,33,1000
湖北,1,33,1000
安徽,0,33,1000
山东,0,33,1000
云南,0,33,1000
山东,1,33,1000
河北,0,33,1000
吉林,1,33,1000
湖南,1,33,1000
江苏,1,33,1000
江苏,0,33,1000
安徽,1,33,1000
湖北,1,33,1000
重庆,1,33,1000
广东,1,33,1000
北京,1,33,1000
安徽,1,33,1001
上海,0,33,1001
福建,0,33,1001
上海,1,33,1001
辽宁,0,33,1001
广东,1,33,1001
江苏,1,33,1001
四川,1,33,1001
江苏,1,33,1002
北京,0,33,1002
上海,1,33,1002
山西,1,33,1002
广东,1,33,1003
北京,1,33,1004
广西,0,33,1004
云南,1,33,1004
浙江,1,33,1005
河南,1,33,1007
浙江,1,33,1012.07
上海,1,33,1013
辽宁,1,33,1014
河南,1,33,1015
上海,1,33,1025
浙江,1,33,1026
陕西,1,33,1035
广西,1,33,1100
江苏,0,33,1100
广东,1,33,1110
四川,1,33,1128.77
上海,1,33,1131
浙江,0,33,1200
吉林,0,33,1200
黑龙江,1,33,1213.04
广东,1,33,1214.44
吉林,1,33,1300
福建,1,33,1325
四川,1,33,1501
重庆,1,33,1520.07
山东,0,33,1534
云南,1,33,1560
上海,0,33,1592
江苏,1,33,1657.45
北京,1,33,1714.88
江苏,0,33,1750.22
河北,1,33,1800
内蒙古,1,33,1809.32
上海,1,33,1860.38
广西,1,33,2000
北京,0,33,2000
云南,1,33,2000
北京,1,33,2000
重庆,0,33,2000
江苏,1,33,2000
江苏,1,33,2000
四川,1,33,2000
云南,1,33,2000
山东,1,33,2000
北京,1,33,2000
湖北,1,33,2000
福建,1,33,2000
山西,1,33,2000
山东,1,33,2000
广西,1,33,2000
陕西,1,33,2000
辽宁,0,33,2000
辽宁,0,33,2000
湖南,0,33,2000
湖南,1,33,2000
海南,1,33,2000
河南,1,33,2000
甘肃,1,33,2000
辽宁,1,33,2000
湖北,1,33,2000
北京,1,33,2001
山东,0,33,2001
黑龙江,1,33,2002
四川,1,33,2002
上海,1,33,2002
四川,0,33,2002
北京,1,33,2003
山东,1,33,2003
四川,1,33,2004
辽宁,0,33,2004
四川,1,33,2004
湖北,1,33,2005
河北,1,33,2005
河南,1,33,2006
湖北,1,33,2008.14
北京,0,33,2008.14
山东,1,33,2008.14
河北,1,33,2008.14
陕西,1,33,2009
河北,0,33,2009.14
安徽,0,33,2011.14
北京,1,33,2012
河南,1,33,2012
北京,1,33,2016
陕西,1,33,2018
上海,1,33,2020
河南,1,33,2029
湖北,1,33,2029.92
河北,1,33,2043.6
安徽,1,33,2055
浙江,0,33,2100
天津,1,33,2100
北京,0,33,2101
湖北,0,33,2102
天津,1,33,2127
云南,0,33,2200
福建,0,33,2200
四川,1,33,2200
湖南,0,33,2359
四川,1,33,2401.44
湖北,1,33,2501
广东,1,33,2509.14
湖北,1,33,2903
广东,0,33,3000
安徽,1,33,3000
上海,1,33,3000
北京,1,33,3000
辽宁,0,33,3000
四川,1,33,3000
山东,0,33,3001
河南,1,33,3002
四川,1,33,3003
广东,1,33,3004
福建,1,33,3004.32
江苏,0,33,3005
河南,1,33,3005
福建,0,33,3007
山东,1,33,3012.21
湖北,1,33,3053
上海,1,33,3200
江苏,0,33,3270.18
广东,1,33,3372
陕西,1,33,3413.83
广东,0,33,3513.46
江西,1,33,3600
上海,1,33,3605
北京,1,33,3688
山东,1,33,3799
安徽,1,33,3800
北京,1,33,3829
上海,1,33,3915
北京,0,33,4000
上海,1,33,4000
湖北,1,33,4000
浙江,1,33,4000
重庆,1,33,4000
北京,1,33,4000
广东,1,33,4000
广东,1,33,4000
辽宁,1,33,4000
安徽,1,33,4000
广东,1,33,4001
江西,1,33,4002
安徽,1,33,4003
四川,1,33,4005
黑龙江,0,33,4007
内蒙古,0,33,4009
四川,0,33,4009
四川,1,33,4020
浙江,1,33,4028
广东,1,33,4070
江苏,1,33,4129
广东,1,33,4200
江苏,0,33,4300
上海,0,33,4410.68
江苏,1,33,4500
山东,0,33,4500
吉林,1,33,4500
山东,1,33,4516
四川,1,33,4600
河北,0,33,4800
山东,0,33,4858
上海,1,33,4893.86
河南,1,33,4902
北京,0,33,4914
河南,0,33,5000
福建,1,33,5000
湖南,1,33,5000
江苏,0,33,5000
上海,0,33,5000
浙江,1,33,5000
山东,1,33,5000
广东,0,33,5000
黑龙江,0,33,5000
云南,1,33,5000
广东,0,33,5000
广东,0,33,5000
吉林,0,33,5000
天津,0,33,5000
北京,0,33,5000
河北,1,33,5000
浙江,0,33,5000
河北,1,33,5000
浙江,1,33,5000
广东,0,33,5000
广东,1,33,5001
河北,1,33,5001
广东,0,33,5001
上海,0,33,5001
湖北,0,33,5001
上海,0,33,5002
上海,0,33,5002
辽宁,1,33,5002
上海,1,33,5003
浙江,0,33,5003
四川,1,33,5003
四川,0,33,5005
福建,1,33,5007
江苏,1,33,5008
河南,1,33,5010
江苏,1,33,5017.27
河南,1,33,5019.27
重庆,0,33,5104.36
广东,1,33,5205
北京,1,33,5502
江苏,0,33,5600
上海,0,33,5613
河南,1,33,5900
湖北,0,33,6000
黑龙江,1,33,6000
湖北,1,33,6000
广东,0,33,6000
辽宁,0,33,6000
江苏,0,33,6000
山东,1,33,6001
江苏,0,33,6001.1
江苏,0,33,6003
上海,1,33,6004
河南,1,33,6005
北京,1,33,6006
浙江,1,33,6007
山东,1,33,6017.27
山西,1,33,6021.34
广东,0,33,6024.41
浙江,1,33,6225.22
福建,1,33,6400
上海,0,33,6409.52
广东,0,33,6637.27
广西,1,33,6639.85
北京,1,33,6700
山东,1,33,6717.27
辽宁,0,33,6966.79
江苏,0,33,7000
辽宁,1,33,7000
福建,1,33,7000
四川,0,33,7000
内蒙古,1,33,7001
山东,1,33,7005
山东,0,33,7020.34
河南,1,33,7178.46
福建,1,33,7207.81
浙江,1,33,7241
浙江,0,33,7520.34
江苏,1,33,8000
江苏,1,33,8000
江苏,0,33,8000
浙江,0,33,8000
江西,1,33,8002
福建,1,33,8033.55
山东,1,33,8070.19
山东,1,33,8109.71
福建,1,33,8258
四川,1,33,8402
广东,1,33,8434.18
云南,1,33,8600
山东,1,33,8632
陕西,1,33,9000
山东,0,33,9010
广东,1,33,9015
广西,0,33,9028.41
山东,0,33,9046
安徽,1,33,9101
重庆,1,33,9104
新疆,0,33,9331.16
北京,1,33,9501
北京,1,33,9507.52
四川,0,33,9700
广西,1,33,9758
广东,0,33,9800
广东,1,33,9901
辽宁,1,33,9959
辽宁,0,33,10000
广东,0,33,10000
广东,1,33,10000
重庆,1,33,10000
山东,0,33,10000
北京,1,33,10000
辽宁,0,33,10000
湖北,0,33,10000
上海,1,33,10000
浙江,0,33,10000
四川,0,33,10000
河北,1,33,10000
浙江,0,33,10000
山西,1,33,10000
河北,1,33,10000
天津,0,33,10000
内蒙古,1,33,10000
江苏,0,33,10000
江苏,1,33,10000
湖北,1,33,10000
江苏,1,33,10000
安徽,0,33,10000
湖南,1,33,10000
广东,1,33,10000
安徽,1,33,10000
广东,0,33,10000
广东,1,33,10000
福建,0,33,10000
山东,0,33,10000
四川,1,33,10000
江苏,0,33,10000
山西,0,33,10000
上海,0,33,10000
广西,0,33,10000
陕西,0,33,10000
山东,1,33,10000
江苏,1,33,10000
北京,0,33,10000
上海,1,33,10000
湖北,1,33,10000
江西,1,33,10000
山东,1,33,10000
北京,1,33,10000
重庆,0,33,10000
上海,1,33,10000
湖北,1,33,10000
江西,1,33,10000
山东,1,33,10000
山东,1,33,10000
江西,0,33,10000
北京,0,33,10000
浙江,1,33,10000
广东,0,33,10000
福建,0,33,10000
广东,1,33,10000
上海,0,33,10000
云南,0,33,10000
辽宁,1,33,10000
江苏,1,33,10000
内蒙古,1,33,10000
吉林,1,33,10000
上海,0,33,10000
河南,1,33,10000
山东,1,33,10000
湖北,0,33,10000
广东,1,33,10000
天津,1,33,10000
江苏,0,33,10000
江苏,1,33,10000
山东,1,33,10000
上海,0,33,10000
上海,0,33,10000
广东,0,33,10000
广东,0,33,10000
山东,0,33,10000
河南,0,33,10000
福建,0,33,10000
四川,1,33,10000
福建,0,33,10000
湖南,0,33,10000
上海,1,33,10000
吉林,1,33,10000
上海,0,33,10000
山西,1,33,10000
山东,0,33,10000
湖北,0,33,10000
浙江,0,33,10000
上海,1,33,10000
山东,1,33,10000
陕西,1,33,10000
广东,1,33,10000
浙江,1,33,10000
山东,1,33,10000
江苏,0,33,10000
上海,1,33,10000
甘肃,1,33,10000
上海,0,33,10000
河北,1,33,10000
江苏,1,33,10000
山东,1,33,10000
广东,0,33,10000
江苏,1,33,10000
广东,0,33,10000
甘肃,0,33,10000
安徽,0,33,10000
广东,1,33,10000
北京,1,33,10000
北京,0,33,10000
北京,1,33,10000
广东,0,33,10000
江苏,0,33,10000
上海,1,33,10000
江西,0,33,10000
甘肃,0,33,10000
河南,1,33,10000
江苏,0,33,10000
上海,0,33,10000
北京,0,33,10000
湖北,0,33,10000
贵州,1,33,10000
广东,0,33,10000
河南,1,33,10000
河南,1,33,10000
山东,1,33,10000
陕西,0,33,10000
北京,0,33,10000
四川,0,33,10000
辽宁,0,33,10000
河北,1,33,10000
北京,1,33,10001
上海,0,33,10001
江西,1,33,10001
陕西,0,33,10001
江苏,1,33,10001
北京,1,33,10001
广东,1,33,10001
江苏,1,33,10001
黑龙江,0,33,10001
四川,1,33,10001
广东,1,33,10001
浙江,1,33,10001
北京,1,33,10001
山西,1,33,10001
上海,0,33,10001
广西,1,33,10001
北京,0,33,10001
山西,0,33,10001
江苏,1,33,10001
浙江,1,33,10001
广东,1,33,10001
上海,1,33,10001
上海,0,33,10001
内蒙古,0,33,10001
湖北,1,33,10001
北京,0,33,10001
贵州,1,33,10002
上海,0,33,10002
北京,0,33,10002
湖北,0,33,10002
上海,1,33,10002
陕西,0,33,10002
黑龙江,1,33,10002
辽宁,0,33,10002
云南,1,33,10002
江西,0,33,10002
辽宁,1,33,10002
辽宁,0,33,10002
北京,1,33,10003
上海,0,33,10003
北京,0,33,10003
广东,1,33,10003
浙江,0,33,10003
江苏,1,33,10003
福建,1,33,10003
江苏,1,33,10003
辽宁,1,33,10004
北京,1,33,10004
四川,1,33,10004
上海,1,33,10004
上海,1,33,10005
辽宁,0,33,10005
重庆,1,33,10005
河北,1,33,10006
广东,0,33,10007
辽宁,1,33,10007
重庆,1,33,10007
山东,1,33,10007
广东,1,33,10009
湖北,0,33,10010
福建,1,33,10013
北京,1,33,10016
北京,1,33,10016
安徽,1,33,10016
广东,1,33,10021.78
北京,1,33,10034
上海,1,33,10042.68
上海,1,33,10045
重庆,1,33,10053
湖北,0,33,10100
北京,0,33,10164.25
辽宁,1,33,10203
安徽,0,33,10253
广东,1,33,10267
浙江,0,33,10279.25
江苏,0,33,10312.01
湖南,0,33,10506
江苏,1,33,10600
上海,0,33,10602
福建,1,33,10613.52
北京,1,33,10700
四川,0,33,10800
湖南,1,33,11000
上海,1,33,11000
山西,1,33,11000
山东,1,33,11000
山东,1,33,11000
浙江,1,33,11001
山东,0,33,11001
北京,0,33,11003
云南,1,33,11003
安徽,1,33,11013
北京,0,33,11301.53
广东,1,33,11503
江苏,1,33,11518
福建,1,33,11866.14
广东,0,33,12000
广西,0,33,12000
内蒙古,1,33,12000
北京,0,33,12000
江苏,0,33,12000
四川,1,33,12001
广东,0,33,12023.6
陕西,1,33,12048.82
山东,0,33,12048.82
广东,1,33,12183
湖北,1,33,12200
北京,1,33,12200
上海,1,33,12282.64
福建,0,33,12312
湖北,0,33,12400
浙江,1,33,12500
浙江,0,33,12818.99
山东,1,33,13000
湖北,0,33,13000
广东,1,33,13039.21
浙江,0,33,13102
江苏,1,33,13813
江苏,1,33,14000
陕西,1,33,14013
湖北,0,33,14263.73
浙江,1,33,14312.45
广东,1,33,14523
北京,1,33,14695
江西,0,33,14761
河北,0,33,15000
北京,0,33,15000
山东,1,33,15000
山东,1,33,15000
上海,0,33,15000
江苏,0,33,15001
天津,1,33,15001
河北,1,33,15001
四川,0,33,15002
上海,1,33,15040.68
湖北,1,33,15049.12
浙江,1,33,15100
黑龙江,1,33,15100
山东,1,33,15274
山东,0,33,15300.54
四川,0,33,16000
重庆,0,33,16000
上海,0,33,16000
山东,1,33,16001.29
天津,1,33,16003.31
北京,0,33,16065.1
江苏,1,33,16100
山东,0,33,16916.27
黑龙江,1,33,17000
重庆,0,33,17000
北京,1,33,17001
山西,1,33,17004.36
河南,0,33,17007
上海,1,33,17017
安徽,1,33,17027.6
广东,1,33,17452
湖北,0,33,17500
四川,1,33,17600.57
广东,1,33,17625.82
云南,0,33,17800
山西,1,33,17821
广东,1,33,17921.37
海南,1,33,18002
北京,0,33,18005.1
河北,0,33,18010
山东,1,33,18036.27
广东,1,33,18038.05
河南,0,33,18045.04
江西,0,33,18115
上海,0,33,18233
湖北,0,33,18500
广东,1,33,18835.37
四川,1,33,18840
山东,0,33,19000
河南,1,33,19000
浙江,1,33,19002
湖北,1,33,19004
河南,1,33,19089.62
河北,0,33,19120.27
山东,1,33,19311
陕西,1,33,19561.03
广东,1,33,20000
广东,0,33,20000
广东,0,33,20000
广东,1,33,20000
广东,1,33,20000
广东,0,33,20000
广东,1,33,20000
广东,1,33,20000
广东,0,33,20000
广东,1,33,20000
广东,1,33,20000
广东,0,33,20000
广东,0,33,20000
广东,1,33,20000
广东,0,33,20000
广东,0,33,20000
广东,0,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
山东,0,33,20000
北京,0,33,20000
北京,0,33,20000
广东,1,33,20000
北京,0,33,20000
浙江,0,33,20000
广东,1,33,20000
上海,1,33,20000
浙江,1,33,20000
云南,0,33,20000
江苏,1,33,20000
安徽,1,33,20000
江苏,0,33,20000
重庆,0,33,20000
北京,1,33,20000
山东,0,33,20000
江苏,0,33,20000
四川,1,33,20000
浙江,0,33,20000
山东,1,33,20000
黑龙江,1,33,20000
辽宁,1,33,20000
广东,1,33,20000
广东,1,33,20000
山东,0,33,20000
上海,0,33,20000
黑龙江,1,33,20000
山东,0,33,20000
重庆,0,33,20000
河南,0,33,20000
广东,1,33,20000
广东,0,33,20000
广东,0,33,20000
广东,1,33,20000
广东,0,33,20000
浙江,1,33,20000
山东,0,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
广东,0,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
江苏,1,33,20000
江苏,1,33,20000
广东,1,33,20000
广东,0,33,20000
广东,1,33,20000
广东,1,33,20000
广东,0,33,20000
广东,1,33,20000
广东,1,33,20000
河南,0,33,20000
湖北,1,33,20000
天津,1,33,20000
广东,0,33,20000
广东,0,33,20000
广东,1,33,20000
广东,1,33,20000
浙江,0,33,20000
北京,0,33,20000
上海,1,33,20000
广东,0,33,20000
辽宁,1,33,20000
山东,1,33,20000
上海,0,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
广东,0,33,20000
广东,0,33,20000
广西,1,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
广东,0,33,20000
广东,0,33,20000
广东,0,33,20000
广东,1,33,20000
广东,0,33,20000
湖北,0,33,20000
黑龙江,0,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
广东,1,33,20000
上海,1,33,20001
安徽,1,33,20001
福建,1,33,20001
江苏,0,33,20001
福建,1,33,20001
广东,1,33,20001
福建,1,33,20001
重庆,0,33,20001
广东,0,33,20001
广东,1,33,20001
江苏,0,33,20001
湖北,0,33,20001
辽宁,1,33,20001
黑龙江,1,33,20002
内蒙古,1,33,20002
湖北,1,33,20002
北京,0,33,20002
吉林,1,33,20002
辽宁,1,33,20002
江苏,1,33,20002
湖北,0,33,20002
河北,1,33,20002
山东,1,33,20002
北京,0,33,20003
江苏,1,33,20003
安徽,1,33,20003
广西,0,33,20003
北京,1,33,20003
上海,1,33,20003
广西,1,33,20004
四川,1,33,20004
北京,1,33,20005
四川,1,33,20005
广东,1,33,20005
上海,1,33,20005
河北,1,33,20005
江苏,0,33,20005
山西,1,33,20005
浙江,0,33,20005
河北,1,33,20006
广东,1,33,20007
内蒙古,0,33,20007
江苏,0,33,20008
北京,1,33,20008
吉林,0,33,20009
广东,0,33,20010
山东,1,33,20010
云南,0,33,20011
四川,1,33,20011
上海,0,33,20014
山东,0,33,20016.27
福建,1,33,20019
上海,0,33,20034
河南,0,33,20081.37
江苏,1,33,20081.37
河北,0,33,20081.37
北京,1,33,20081.37
江西,0,33,20081.37
广东,0,33,20081.37
上海,0,33,20081.37
浙江,1,33,20081.37
北京,0,33,20081.37
江西,1,33,20081.37
广东,0,33,20081.37
北京,1,33,20081.37
北京,1,33,20081.37
北京,1,33,20081.37
广东,0,33,20081.37
山东,1,33,20081.37
