,MOBILEAREA,性别,年龄,金额,谷歌地图经度,谷歌地图纬度
1888,重庆,女,34,195001,106.55074450000001,29.56470494
43603,北京,女,37,195000,116.4071592,39.90467168
8166,湖南 湘潭市,男,32,195000,112.9440787,27.82975902
20371,江苏 常州市,女,30,194935,119.973629,31.81068471
47519,云南 曲靖市,女,46,194900,103.79625340000001,25.4900442
49019,上海,男,30,194832,121.47369990000001,31.23039505
20372,江苏 常州市,男,42,194781,119.973629,31.81068471
37739,安徽 合肥市,男,28,194771,117.2290159,31.82052309
18323,江苏 苏州市,女,32,194684,120.58319009999998,31.29832743
20373,江苏 常州市,女,30,194632,119.973629,31.81068471
49020,上海,女,39,194544,121.47369990000001,31.23039505
13395,河南 驻马店市,男,39,194201,114.02294979999999,33.01145245
15050,河南 开封市,女,36,194181,114.30729209999998,34.797261799999994
37379,安徽 宿州市,女,25,194171,116.96389280000001,33.6461013
16537,河北 廊坊市,女,25,194100,116.68371869999999,39.53775768
17506,江西 南昌市,男,36,194084,115.85793819999999,28.68201581
9349,湖北 武汉市,男,28,194064,114.30523059999999,30.59274732
38448,安徽 亳州市,女,27,194015,115.77933090000002,33.84452613
1889,重庆,女,33,194007,106.55074450000001,29.56470494
13562,河南 郑州市,女,39,194005,113.62491840000001,34.74723141
6980,福建 南平市,男,29,194000,118.1778175,26.64157388
19083,江苏 淮安市,女,28,193959,119.0159098,33.61015184
24610,广东 深圳市,男,32,193936,114.0595443,22.54283882
43604,北京,男,26,193882,116.4071592,39.90467168
26986,广东 广州市,男,34,193814,113.26435,23.12906597
49021,上海,男,27,193732,121.47369990000001,31.23039505
43605,北京,男,37,193557,116.4071592,39.90467168
5028,福建 福州市,男,25,193459,119.29645990000002,26.07417345
13035,浙江 嘉兴市,男,34,193429,120.75549240000001,30.74498339
1890,重庆,女,30,193317,106.55074450000001,29.56470494
39966,四川 成都市,男,44,193312,104.064766,30.57016295
21304,江苏 南京市,男,36,193269,118.7964668,32.05838984
33577,山东 青岛市,女,26,193149,120.3829588,36.06625251
21305,江苏 南京市,女,26,193115,118.7964668,32.05838984
39967,四川 成都市,男,36,193081,104.064766,30.57016295
43606,北京,女,30,193001,116.4071592,39.90467168
43607,北京,男,53,192956,116.4071592,39.90467168
3719,辽宁 大连市,男,34,192950,121.6147485,38.913680299999996
5029,福建 福州市,男,32,192909,119.29645990000002,26.07417345
49022,上海,男,41,192881,121.47369990000001,31.23039505
13563,河南 郑州市,男,27,192848,113.62491840000001,34.74723141
16704,河北 唐山市,女,26,192809,118.1806146,39.63040279
21306,江苏 南京市,男,24,192749,118.7964668,32.05838984
9350,湖北 武汉市,男,28,192699,114.30523059999999,30.59274732
26987,广东 广州市,女,23,192689,113.26435,23.12906597
14297,河南 许昌市,男,36,192678,113.85236189999999,34.03565102
3720,辽宁 大连市,女,29,192602,121.6147485,38.913680299999996
26988,广东 广州市,女,26,192590,113.26435,23.12906597
34309,山东 聊城市,男,43,192498,115.98546670000002,36.45700015
15961,河北 石家庄市,女,32,192384,114.5143068,38.04280433
49023,上海,女,27,192381,121.47369990000001,31.23039505
13396,河南 驻马店市,男,41,192301,114.02294979999999,33.01145245
22701,新疆 乌鲁木齐市,男,33,192215,87.61689399,43.82658935
1891,重庆,男,28,192208,106.55074450000001,29.56470494
12025,浙江 杭州市,女,25,192181,120.1551537,30.27414837
23842,广东 韶关市,女,25,192168,113.5972216,24.81041534
32758,山西 运城市,男,26,192165,111.00696709999998,35.02626108
14491,河南 漯河市,女,32,192085,114.0167854,33.58145814
24082,广东 珠海市,男,33,192045,113.5766895,22.27073013
24611,广东 深圳市,男,33,192041,114.0595443,22.54283882
21307,江苏 南京市,男,26,192019,118.7964668,32.05838984
14551,河南 洛阳市,女,32,192000,112.4536024,34.61816305
37380,安徽 宿州市,女,27,192000,116.96389280000001,33.6461013
39968,四川 成都市,女,27,192000,104.064766,30.57016295
39969,四川 成都市,男,26,192000,104.064766,30.57016295
39465,四川 绵阳市,男,28,191868,104.6795801,31.46754919
5804,福建 泉州市,男,40,191772,118.6758514,24.87388355
49024,上海,女,26,191723,121.47369990000001,31.23039505
47951,云南 丽江市,男,29,191651,100.22712750000001,26.856396500000002
43608,北京,男,54,191606,116.4071592,39.90467168
6485,福建 厦门市,女,26,191600,118.0894498,24.47955948
6486,福建 厦门市,男,39,191561,118.0894498,24.47955948
32112,广东 东莞市,女,36,191538,113.75180309999999,23.02066519
6487,福建 厦门市,女,29,191515,118.0894498,24.47955948
1892,重庆,女,38,191500,106.55074450000001,29.56470494
5589,福建 漳州市,男,21,191496,117.64724070000001,24.51342733
13564,河南 郑州市,男,30,191484,113.62491840000001,34.74723141
43609,北京,女,26,191386,116.4071592,39.90467168
11508,浙江 湖州市,男,27,191281,120.08802720000001,30.89310475
43610,北京,男,30,191269,116.4071592,39.90467168
33325,山西 大同市,女,30,191219,113.2999578,40.07647387
43611,北京,女,47,191206,116.4071592,39.90467168
34406,山东 烟台市,女,25,191202,121.4480162,37.46351347
33393,山西 临汾市,男,34,191198,111.51960759999999,36.08832571
49025,上海,女,33,191184,121.47369990000001,31.23039505
18324,江苏 苏州市,男,29,191182,120.58319009999998,31.29832743
957,陕西 西安市,女,27,191171,108.9398472,34.34120165
3721,辽宁 大连市,女,40,191143,121.6147485,38.913680299999996
3722,辽宁 大连市,女,27,191118,121.6147485,38.913680299999996
47222,内蒙古 呼伦贝尔,女,53,191081,119.7658376,49.21165544
26989,广东 广州市,男,34,191068,113.26435,23.12906597
24612,广东 深圳市,男,34,191024,114.0595443,22.54283882
42061,吉林 白城市,女,29,191019,122.8387591,45.6194806
26990,广东 广州市,女,51,191006,113.26435,23.12906597
49026,上海,男,29,191000,121.47369990000001,31.23039505
26991,广东 广州市,男,30,190988,113.26435,23.12906597
43612,北京,女,55,190882,116.4071592,39.90467168
43613,北京,女,31,190849,116.4071592,39.90467168
21308,江苏 南京市,男,37,190820,118.7964668,32.05838984
33578,山东 青岛市,女,33,190807,120.3829588,36.06625251
34310,山东 聊城市,男,39,190764,115.98546670000002,36.45700015
12026,浙江 杭州市,男,32,190764,120.1551537,30.27414837
34977,山东 淄博市,女,41,190761,118.0547879,36.81305671
39315,四川 达州市,女,30,190761,107.4679175,31.20867099
37740,安徽 合肥市,女,28,190705,117.2290159,31.82052309
21309,江苏 南京市,女,25,190653,118.7964668,32.05838984
21310,江苏 南京市,女,39,190622,118.7964668,32.05838984
38397,安徽 六安市,女,24,190614,116.52324509999998,31.73490004
7289,甘肃 兰州市,男,26,190582,103.83418520000001,36.06136043
43614,北京,女,25,190577,116.4071592,39.90467168
7548,湖南 长沙市,男,48,190481,112.9388158,28.22787847
9351,湖北 武汉市,男,29,190474,114.30523059999999,30.59274732
9352,湖北 武汉市,男,25,190418,114.30523059999999,30.59274732
18325,江苏 苏州市,男,39,190398,120.58319009999998,31.29832743
2915,辽宁 沈阳市,男,37,190395,123.43237409999999,41.80557847
26992,广东 广州市,女,32,190381,113.26435,23.12906597
9353,湖北 武汉市,男,34,190367,114.30523059999999,30.59274732
39970,四川 成都市,男,29,190256,104.064766,30.57016295
33579,山东 青岛市,女,36,190201,120.3829588,36.06625251
26993,广东 广州市,男,46,190187,113.26435,23.12906597
43615,北京,男,36,190184,116.4071592,39.90467168
38764,天津,男,29,190153,117.1994124,39.08498159
8794,湖北 荆门市,女,27,190140,112.1994572,31.03548495
9354,湖北 武汉市,女,34,190107,114.30523059999999,30.59274732
2916,辽宁 沈阳市,男,31,190102,123.43237409999999,41.80557847
47223,内蒙古 呼伦贝尔,男,50,190100,119.7658376,49.21165544
26994,广东 广州市,男,29,190087,113.26435,23.12906597
41593,吉林 长春市,男,33,190081,125.32353710000001,43.81604546
43617,北京,女,35,190081,116.4071592,39.90467168
43616,北京,女,34,190081,116.4071592,39.90467168
36041,山东 枣庄市,女,33,190081,117.3219561,34.81063113
958,陕西 西安市,女,29,190081,108.9398472,34.34120165
12027,浙江 杭州市,女,47,190081,120.1551537,30.27414837
8337,湖南 常德市,女,26,190081,111.6985031,29.03161875
38765,天津,女,38,190073,117.1994124,39.08498159
47356,内蒙古 乌海市,女,26,190046,106.79546599999999,39.6538463
37741,安徽 合肥市,男,68,190046,117.2290159,31.82052309
49027,上海,女,39,190044,121.47369990000001,31.23039505
43618,北京,男,26,190043,116.4071592,39.90467168
43619,北京,女,38,190036,116.4071592,39.90467168
18326,江苏 苏州市,女,29,190030,120.58319009999998,31.29832743
41412,四川 内江市,男,36,190024,105.05843940000001,29.58014681
3723,辽宁 大连市,男,40,190018,121.6147485,38.913680299999996
13565,河南 郑州市,女,28,190011,113.62491840000001,34.74723141
43620,北京,男,31,190007,116.4071592,39.90467168
24613,广东 深圳市,男,40,190006,114.0595443,22.54283882
26995,广东 广州市,男,28,190005,113.26435,23.12906597
47012,内蒙古 呼和浩特市,女,32,190004,111.7519553,40.84156718
3724,辽宁 大连市,男,38,190002,121.6147485,38.913680299999996
959,陕西 西安市,女,34,190002,108.9398472,34.34120165
12625,浙江 宁波市,女,27,190002,121.55027290000001,29.87383361
24614,广东 深圳市,女,39,190002,114.0595443,22.54283882
42153,吉林 四平市,女,38,190001,124.35030159999998,43.16655412
38766,天津,男,34,190001,117.1994124,39.08498159
49028,上海,女,35,190001,121.47369990000001,31.23039505
10481,湖北 宜昌市,女,37,190001,111.28640759999999,30.69184705
39971,四川 成都市,女,31,190001,104.064766,30.57016295
5590,福建 漳州市,男,30,190001,117.64724070000001,24.51342733
26377,广东 惠州市,女,27,190001,114.41679029999999,23.11074186
3725,辽宁 大连市,女,37,190000,121.6147485,38.913680299999996
43621,北京,女,37,190000,116.4071592,39.90467168
33580,山东 青岛市,女,41,190000,120.3829588,36.06625251
21311,江苏 南京市,女,35,190000,118.7964668,32.05838984
8652,湖北 襄阳市,女,29,190000,112.1225413,32.00905138
20736,江苏 南通市,男,34,190000,120.8937102,31.97958344
49030,上海,女,57,190000,121.47369990000001,31.23039505
49029,上海,女,36,190000,121.47369990000001,31.23039505
49031,上海,女,34,190000,121.47369990000001,31.23039505
49032,上海,男,32,190000,121.47369990000001,31.23039505
9355,湖北 武汉市,女,33,190000,114.30523059999999,30.59274732
1893,重庆,男,33,190000,106.55074450000001,29.56470494
7549,湖南 长沙市,男,24,190000,112.9388158,28.22787847
47621,云南 昆明市,男,42,190000,102.83322340000001,24.87967709
26997,广东 广州市,女,45,190000,113.26435,23.12906597
26996,广东 广州市,女,29,190000,113.26435,23.12906597
39972,四川 成都市,男,28,189951,104.064766,30.57016295
26998,广东 广州市,男,37,189942,113.26435,23.12906597
43622,北京,男,25,189928,116.4071592,39.90467168
49033,上海,女,34,189927,121.47369990000001,31.23039505
21312,江苏 南京市,男,35,189874,118.7964668,32.05838984
18327,江苏 苏州市,男,63,189800,120.58319009999998,31.29832743
24615,广东 深圳市,女,32,189800,114.0595443,22.54283882
1894,重庆,女,44,189782,106.55074450000001,29.56470494
33581,山东 青岛市,男,38,189763,120.3829588,36.06625251
49034,上海,女,27,189741,121.47369990000001,31.23039505
49035,上海,女,26,189670,121.47369990000001,31.23039505
49036,上海,女,32,189650,121.47369990000001,31.23039505
18057,江苏 镇江市,女,52,189648,119.42499550000001,32.18960195
47622,云南 昆明市,女,35,189624,102.83322340000001,24.87967709
37433,安徽 宣城市,男,30,189618,118.75867290000001,30.94066897
38767,天津,男,30,189604,117.1994124,39.08498159
49037,上海,女,37,189600,121.47369990000001,31.23039505
23165,广西 柳州市,女,29,189550,109.4155114,24.32544245
33582,山东 青岛市,女,36,189444,120.3829588,36.06625251
36381,山东 临沂市,女,35,189404,118.3564392,35.10462506
49038,上海,男,35,189376,121.47369990000001,31.23039505
35356,山东 济南市,男,38,189311,116.9948952,36.66526101
43623,北京,女,30,189206,116.4071592,39.90467168
16485,河北 张家口市,男,28,189200,114.88755559999998,40.82442028
43624,北京,男,34,189126,116.4071592,39.90467168
42093,吉林 延边朝鲜族自治州,男,32,189101,129.50907949999998,42.89135582
49039,上海,女,35,189052,121.47369990000001,31.23039505
26999,广东 广州市,男,27,189008,113.26435,23.12906597
49040,上海,男,29,189006,121.47369990000001,31.23039505
12626,浙江 宁波市,男,33,189000,121.55027290000001,29.87383361
6488,福建 厦门市,男,32,189000,118.0894498,24.47955948
6489,福建 厦门市,男,33,188906,118.0894498,24.47955948
39466,四川 绵阳市,男,45,188900,104.6795801,31.46754919
35357,山东 济南市,男,29,188836,116.9948952,36.66526101
15168,河南 安阳市,女,27,188801,114.39307409999999,36.09775433
21313,江苏 南京市,男,31,188744,118.7964668,32.05838984
10691,湖北 十堰市,男,25,188704,110.798014,32.62914214
43625,北京,男,32,188656,116.4071592,39.90467168
960,陕西 西安市,男,29,188508,108.9398472,34.34120165
18328,江苏 苏州市,男,43,188400,120.58319009999998,31.29832743
38768,天津,男,36,188303,117.1994124,39.08498159
9356,湖北 武汉市,男,27,188279,114.30523059999999,30.59274732
49041,上海,男,38,188256,121.47369990000001,31.23039505
27000,广东 广州市,男,36,188237,113.26435,23.12906597
11341,浙江 绍兴市,男,36,188081,120.5802102,30.03027163
12028,浙江 杭州市,男,35,188072,120.1551537,30.27414837
17902,江西 九江市,男,65,188053,116.00145220000002,29.70540135
46825,内蒙古 锡林郭勒,男,30,188023,116.04772659999998,43.93317371
5805,福建 泉州市,男,30,188002,118.6758514,24.87388355
21314,江苏 南京市,女,29,188000,118.7964668,32.05838984
39973,四川 成都市,女,42,188000,104.064766,30.57016295
43626,北京,男,43,187955,116.4071592,39.90467168
705,黑龙江 佳木斯市,男,27,187910,130.3205685,46.800205600000005
9357,湖北 武汉市,男,25,187900,114.30523059999999,30.59274732
3726,辽宁 大连市,女,26,187881,121.6147485,38.913680299999996
34407,山东 烟台市,男,30,187679,121.4480162,37.46351347
32113,广东 东莞市,男,35,187500,113.75180309999999,23.02066519
49042,上海,男,23,187458,121.47369990000001,31.23039505
38769,天津,男,36,187332,117.1994124,39.08498159
21315,江苏 南京市,男,27,187265,118.7964668,32.05838984
34978,山东 淄博市,男,35,187160,118.0547879,36.81305671
31558,广东 佛山市,女,29,187150,113.1219262,23.0217925
43627,北京,男,26,187141,116.4071592,39.90467168
11342,浙江 绍兴市,男,37,187112,120.5802102,30.03027163
49043,上海,男,26,187096,121.47369990000001,31.23039505
36124,山东 日照市,男,28,187081,119.5272105,35.41646563
22848,广西 钦州市,男,32,187080,108.6542939,21.9796924
35358,山东 济南市,女,34,187070,116.9948952,36.66526101
21316,江苏 南京市,男,33,186970,118.7964668,32.05838984
24616,广东 深圳市,男,31,186678,114.0595443,22.54283882
49044,上海,男,34,186671,121.47369990000001,31.23039505
49045,上海,女,64,186558,121.47369990000001,31.23039505
37743,安徽 合肥市,男,30,186500,117.2290159,31.82052309
37742,安徽 合肥市,男,27,186500,117.2290159,31.82052309
21317,江苏 南京市,男,27,186465,118.7964668,32.05838984
706,黑龙江 佳木斯市,女,49,186343,130.3205685,46.800205600000005
11615,浙江 温州市,男,27,186235,120.6993872,27.99483592
360,黑龙江 哈尔滨市,男,25,186218,126.5358233,45.80217361
18329,江苏 苏州市,女,28,186170,120.58319009999998,31.29832743
33583,山东 青岛市,男,23,186160,120.3829588,36.06625251
3727,辽宁 大连市,女,40,186105,121.6147485,38.913680299999996
9358,湖北 武汉市,女,30,186088,114.30523059999999,30.59274732
32114,广东 东莞市,男,25,186084,113.75180309999999,23.02066519
21318,江苏 南京市,女,28,186081,118.7964668,32.05838984
49046,上海,男,36,186055,121.47369990000001,31.23039505
108,黑龙江 牡丹江市,女,39,186004,129.6323972,44.55276543
1895,重庆,女,32,186003,106.55074450000001,29.56470494
21319,江苏 南京市,女,47,186000,118.7964668,32.05838984
27001,广东 广州市,女,50,185900,113.26435,23.12906597
33584,山东 青岛市,男,44,185873,120.3829588,36.06625251
41594,吉林 长春市,男,35,185855,125.32353710000001,43.81604546
12029,浙江 杭州市,女,36,185768,120.1551537,30.27414837
9359,湖北 武汉市,男,28,185764,114.30523059999999,30.59274732
27002,广东 广州市,女,44,185745,113.26435,23.12906597
37744,安徽 合肥市,女,27,185611,117.2290159,31.82052309
17256,江西 抚州市,男,30,185516,116.3580618,27.94784284
11343,浙江 绍兴市,男,29,185506,120.5802102,30.03027163
18330,江苏 苏州市,男,39,185494,120.58319009999998,31.29832743
49047,上海,男,27,185329,121.47369990000001,31.23039505
32115,广东 东莞市,女,49,185297,113.75180309999999,23.02066519
18331,江苏 苏州市,男,32,185234,120.58319009999998,31.29832743
32116,广东 东莞市,女,31,185225,113.75180309999999,23.02066519
49048,上海,女,28,185190,121.47369990000001,31.23039505
16486,河北 张家口市,男,40,185176,114.88755559999998,40.82442028
21320,江苏 南京市,女,33,185100,118.7964668,32.05838984
37107,安徽 芜湖市,男,27,185093,118.4331335,31.35245062
12030,浙江 杭州市,男,25,185085,120.1551537,30.27414837
23378,广西 南宁市,女,27,185081,108.3668912,22.816709200000002
43628,北京,女,55,185081,116.4071592,39.90467168
34408,山东 烟台市,女,33,185081,121.4480162,37.46351347
49049,上海,女,34,185081,121.47369990000001,31.23039505
8898,湖北 荆州市,男,24,185081,112.24066840000002,30.33486095
17507,江西 南昌市,男,28,185080,115.85793819999999,28.68201581
8338,湖南 常德市,女,25,185015,111.6985031,29.03161875
27003,广东 广州市,男,36,185015,113.26435,23.12906597
16538,河北 廊坊市,男,30,185007,116.68371869999999,39.53775768
43629,北京,男,34,185003,116.4071592,39.90467168
41595,吉林 长春市,女,40,185001,125.32353710000001,43.81604546
43630,北京,男,35,185000,116.4071592,39.90467168
43631,北京,女,33,185000,116.4071592,39.90467168
27004,广东 广州市,女,28,185000,113.26435,23.12906597
33585,山东 青岛市,女,30,184888,120.3829588,36.06625251
15962,河北 石家庄市,女,33,184685,114.5143068,38.04280433
17508,江西 南昌市,男,34,184563,115.85793819999999,28.68201581
39974,四川 成都市,女,28,184296,104.064766,30.57016295
43632,北京,男,27,184275,116.4071592,39.90467168
39407,四川 自贡市,女,36,184168,104.77847,29.33913885
13566,河南 郑州市,男,30,184155,113.62491840000001,34.74723141
37745,安徽 合肥市,男,29,184083,117.2290159,31.82052309
9360,湖北 武汉市,男,35,184025,114.30523059999999,30.59274732
961,陕西 西安市,男,27,184013,108.9398472,34.34120165
43633,北京,女,27,184001,116.4071592,39.90467168
43634,北京,女,43,184000,116.4071592,39.90467168
7921,湖南 郴州市,女,48,184000,113.01482639999999,25.77060026
43635,北京,女,25,183983,116.4071592,39.90467168
43636,北京,男,35,183897,116.4071592,39.90467168
24617,广东 深圳市,男,26,183859,114.0595443,22.54283882
47623,云南 昆明市,男,30,183777,102.83322340000001,24.87967709
24618,广东 深圳市,男,27,183702,114.0595443,22.54283882
38770,天津,女,34,183700,117.1994124,39.08498159
43637,北京,女,22,183697,116.4071592,39.90467168
35103,山东 济宁市,女,41,183681,116.58723559999999,35.41460672
20374,江苏 常州市,女,54,183681,119.973629,31.81068471
36125,山东 日照市,男,28,183672,119.5272105,35.41646563
43638,北京,男,31,183646,116.4071592,39.90467168
21321,江苏 南京市,女,27,183582,118.7964668,32.05838984
3728,辽宁 大连市,男,42,183556,121.6147485,38.913680299999996
9361,湖北 武汉市,男,25,183511,114.30523059999999,30.59274732
20059,江苏 徐州市,男,45,183396,117.2857488,34.20439459
20737,江苏 南通市,女,28,183363,120.8937102,31.97958344
20060,江苏 徐州市,男,53,183360,117.2857488,34.20439459
39975,四川 成都市,女,28,183331,104.064766,30.57016295
33586,山东 青岛市,女,27,183200,120.3829588,36.06625251
43639,北京,男,30,183199,116.4071592,39.90467168
43640,北京,男,42,183191,116.4071592,39.90467168
49050,上海,男,37,183119,121.47369990000001,31.23039505
21322,江苏 南京市,男,29,183083,118.7964668,32.05838984
27005,广东 广州市,女,27,182886,113.26435,23.12906597
18332,江苏 苏州市,女,32,182879,120.58319009999998,31.29832743
36542,山东 东营市,女,29,182866,118.67464129999999,37.43362759
43641,北京,男,39,182719,116.4071592,39.90467168
27006,广东 广州市,女,36,182608,113.26435,23.12906597
43642,北京,女,31,182581,116.4071592,39.90467168
20061,江苏 徐州市,男,28,182576,117.2857488,34.20439459
2715,辽宁 营口市,女,32,182557,122.23490490000002,40.66681872
43643,北京,男,43,182488,116.4071592,39.90467168
12627,浙江 宁波市,男,45,182481,121.55027290000001,29.87383361
19924,江苏 扬州市,女,33,182419,119.41266999999999,32.39361459
27007,广东 广州市,男,44,182355,113.26435,23.12906597
49051,上海,女,37,182108,121.47369990000001,31.23039505
21323,江苏 南京市,女,54,182100,118.7964668,32.05838984
89,黑龙江 绥化市,男,33,182085,126.96926270000002,46.65252898
33032,山西 太原市,男,32,182018,112.550693,37.87056527
24619,广东 深圳市,男,39,182004,114.0595443,22.54283882
12031,浙江 杭州市,女,32,182002,120.1551537,30.27414837
43644,北京,女,53,182000,116.4071592,39.90467168
27008,广东 广州市,男,31,181974,113.26435,23.12906597
49052,上海,女,32,181962,121.47369990000001,31.23039505
16705,河北 唐山市,女,33,181800,118.1806146,39.63040279
49053,上海,女,30,181634,121.47369990000001,31.23039505
39976,四川 成都市,女,26,181599,104.064766,30.57016295
13567,河南 郑州市,男,22,181559,113.62491840000001,34.74723141
43645,北京,女,38,181545,116.4071592,39.90467168
21324,江苏 南京市,男,24,181518,118.7964668,32.05838984
17509,江西 南昌市,男,34,181516,115.85793819999999,28.68201581
8795,湖北 荆门市,女,31,181501,112.1994572,31.03548495
19423,江苏 无锡市,男,25,181476,120.31236940000001,31.49095473
36543,山东 东营市,女,32,181408,118.67464129999999,37.43362759
36544,山东 东营市,男,33,181340,118.67464129999999,37.43362759
39977,四川 成都市,女,26,181306,104.064766,30.57016295
49054,上海,男,32,181290,121.47369990000001,31.23039505
27009,广东 广州市,男,33,181271,113.26435,23.12906597
34311,山东 聊城市,女,34,181217,115.98546670000002,36.45700015
33033,山西 太原市,女,29,181144,112.550693,37.87056527
21325,江苏 南京市,男,38,181114,118.7964668,32.05838984
27010,广东 广州市,男,39,181087,113.26435,23.12906597
36866,安徽 阜阳市,男,27,181086,115.8149457,32.88964371
9362,湖北 武汉市,男,34,181085,114.30523059999999,30.59274732
3729,辽宁 大连市,女,39,181082,121.6147485,38.913680299999996
3730,辽宁 大连市,男,42,181058,121.6147485,38.913680299999996
34409,山东 烟台市,女,44,181047,121.4480162,37.46351347
11041,浙江 金华市,女,32,181024,119.64758059999998,29.07809702
8448,湖北 黄石市,女,35,181018,115.0389078,30.19940602
2917,辽宁 沈阳市,男,49,181014,123.43237409999999,41.80557847
41596,吉林 长春市,男,32,181002,125.32353710000001,43.81604546
49055,上海,男,60,181000,121.47369990000001,31.23039505
15963,河北 石家庄市,男,36,180984,114.5143068,38.04280433
39978,四川 成都市,男,73,180900,104.064766,30.57016295
43646,北京,女,38,180846,116.4071592,39.90467168
21326,江苏 南京市,男,58,180800,118.7964668,32.05838984
42231,吉林 吉林市,男,33,180799,126.54947879999999,43.83776802
21327,江苏 南京市,女,28,180750,118.7964668,32.05838984
18333,江苏 苏州市,男,48,180690,120.58319009999998,31.29832743
19084,江苏 淮安市,女,27,180600,119.0159098,33.61015184
32117,广东 东莞市,女,26,180581,113.75180309999999,23.02066519
15964,河北 石家庄市,男,39,180499,114.5143068,38.04280433
39979,四川 成都市,男,37,180372,104.064766,30.57016295
43647,北京,女,34,180343,116.4071592,39.90467168
43648,北京,男,62,180319,116.4071592,39.90467168
43649,北京,女,34,180299,116.4071592,39.90467168
1896,重庆,女,67,180299,106.55074450000001,29.56470494
39980,四川 成都市,女,49,180281,104.064766,30.57016295
27011,广东 广州市,男,25,180261,113.26435,23.12906597
3731,辽宁 大连市,女,29,180252,121.6147485,38.913680299999996
49056,上海,女,33,180181,121.47369990000001,31.23039505
26127,广东 汕头市,男,44,180147,116.6821851,23.35352107
35359,山东 济南市,女,38,180125,116.9948952,36.66526101
19216,江苏 泰州市,女,29,180098,119.9255351,32.45544603
32118,广东 东莞市,男,28,180088,113.75180309999999,23.02066519
43650,北京,女,35,180081,116.4071592,39.90467168
43651,北京,男,33,180081,116.4071592,39.90467168
38771,天津,女,57,180081,117.1994124,39.08498159
37746,安徽 合肥市,男,25,180081,117.2290159,31.82052309
49059,上海,女,31,180081,121.47369990000001,31.23039505
49060,上海,男,31,180081,121.47369990000001,31.23039505
49058,上海,女,28,180081,121.47369990000001,31.23039505
49057,上海,男,25,180081,121.47369990000001,31.23039505
39981,四川 成都市,女,39,180080,104.064766,30.57016295
38772,天津,女,46,180045,117.1994124,39.08498159
49061,上海,女,36,180040,121.47369990000001,31.23039505
43652,北京,男,33,180036,116.4071592,39.90467168
49062,上海,女,34,180031,121.47369990000001,31.23039505
36205,山东 德州市,男,45,180029,116.3592899,37.43537511
49063,上海,男,37,180027,121.47369990000001,31.23039505
40,黑龙江 黑河市,男,49,180021,127.52861670000001,50.24509309
43653,北京,男,29,180021,116.4071592,39.90467168
9363,湖北 武汉市,男,30,180020,114.30523059999999,30.59274732
39982,四川 成都市,男,28,180020,104.064766,30.57016295
19424,江苏 无锡市,女,42,180019,120.31236940000001,31.49095473
43654,北京,男,37,180016,116.4071592,39.90467168
8119,湖南 益阳市,男,43,180015,112.3551413,28.55391029
16706,河北 唐山市,男,34,180014,118.1806146,39.63040279
18058,江苏 镇江市,男,29,180014,119.42499550000001,32.18960195
18334,江苏 苏州市,男,45,180009,120.58319009999998,31.29832743
22849,广西 钦州市,女,29,180009,108.6542939,21.9796924
43655,北京,女,36,180007,116.4071592,39.90467168
43656,北京,男,36,180007,116.4071592,39.90467168
43657,北京,女,33,180005,116.4071592,39.90467168
21328,江苏 南京市,男,34,180005,118.7964668,32.05838984
12628,浙江 宁波市,男,38,180005,121.55027290000001,29.87383361
3732,辽宁 大连市,女,28,180004,121.6147485,38.913680299999996
43658,北京,女,49,180003,116.4071592,39.90467168
16929,河北 保定市,女,26,180003,115.4645959,38.87399914
37747,安徽 合肥市,男,32,180003,117.2290159,31.82052309
41351,四川 南充市,男,38,180003,106.1107178,30.83737216
8899,湖北 荆州市,女,42,180003,112.24066840000002,30.33486095
23037,广西 桂林市,女,32,180003,110.2899978,25.2736492
27012,广东 广州市,男,32,180003,113.26435,23.12906597
32119,广东 东莞市,男,27,180003,113.75180309999999,23.02066519
2918,辽宁 沈阳市,男,27,180002,123.43237409999999,41.80557847
14351,河南 焦作市,男,26,180002,113.24202450000001,35.21555618
37748,安徽 合肥市,女,28,180002,117.2290159,31.82052309
9364,湖北 武汉市,男,33,180002,114.30523059999999,30.59274732
3733,辽宁 大连市,女,38,180001,121.6147485,38.913680299999996
43659,北京,女,61,180001,116.4071592,39.90467168
962,陕西 西安市,男,26,180001,108.9398472,34.34120165
12032,浙江 杭州市,男,32,180001,120.1551537,30.27414837
178,黑龙江 大庆市,男,32,180000,125.1030762,46.58756006
33326,山西 大同市,男,58,180000,113.2999578,40.07647387
43661,北京,女,60,180000,116.4071592,39.90467168
43662,北京,男,41,180000,116.4071592,39.90467168
43663,北京,男,36,180000,116.4071592,39.90467168
43660,北京,女,33,180000,116.4071592,39.90467168
43664,北京,男,30,180000,116.4071592,39.90467168
16930,河北 保定市,女,40,180000,115.4645959,38.87399914
15169,河南 安阳市,女,27,180000,114.39307409999999,36.09775433
15405,河南 南阳市,男,32,180000,112.52855459999999,32.99062014
21330,江苏 南京市,男,33,180000,118.7964668,32.05838984
21329,江苏 南京市,女,27,180000,118.7964668,32.05838984
20739,江苏 南通市,女,36,180000,120.8937102,31.97958344
20738,江苏 南通市,男,24,180000,120.8937102,31.97958344
37749,安徽 合肥市,女,29,180000,117.2290159,31.82052309
49064,上海,女,66,180000,121.47369990000001,31.23039505
9365,湖北 武汉市,女,29,180000,114.30523059999999,30.59274732
9366,湖北 武汉市,男,27,180000,114.30523059999999,30.59274732
