MOBILEAREA,性别,年龄,金额
浙江 宁波市,男,33,1000
浙江 宁波市,女,47,1000
浙江 宁波市,男,27,1000
浙江 宁波市,女,35,1000
浙江 宁波市,女,54,1000
浙江 宁波市,女,63,1000
浙江 宁波市,男,63,1000
浙江 宁波市,男,41,1000
浙江 宁波市,女,60,1000
浙江 宁波市,女,31,1000
浙江 宁波市,男,22,1000
浙江 宁波市,男,29,900
浙江 宁波市,男,26,900
浙江 宁波市,女,25,838
浙江 宁波市,男,24,803
浙江 宁波市,男,29,511
浙江 宁波市,男,27,505
浙江 宁波市,男,38,502
浙江 宁波市,男,37,501
浙江 宁波市,女,29,500
浙江 宁波市,男,26,500
浙江 宁波市,男,32,500
浙江 宁波市,女,26,500
浙江 宁波市,女,35,500
浙江 宁波市,男,25,301
浙江 宁波市,男,37,300
浙江 宁波市,男,23,212
浙江 宁波市,男,25,206
浙江 宁波市,女,59,204
浙江 宁波市,男,31,201
浙江 宁波市,男,28,201
浙江 宁波市,男,25,200
浙江 宁波市,男,32,200
浙江 宁波市,男,29,200
浙江 宁波市,女,20,152
浙江 宁波市,女,42,150
浙江 宁波市,男,39,150
浙江 宁波市,男,43,104
浙江 宁波市,男,35,102
浙江 宁波市,男,28,101
浙江 宁波市,男,30,101
浙江 宁波市,男,43,101
浙江 宁波市,男,19,100
浙江 宁波市,男,19,100
浙江 宁波市,女,35,100
浙江 宁波市,女,19,100
浙江 宁波市,男,27,100
浙江 宁波市,女,22,100
浙江 宁波市,男,21,100
浙江 宁波市,男,27,100
浙江 宁波市,男,20,100
浙江 宁波市,男,21,100
浙江 宁波市,男,74,100
浙江 宁波市,女,34,100
浙江 宁波市,男,31,100
浙江 宁波市,男,35,100
浙江 宁波市,男,21,100
浙江 宁波市,男,37,100
浙江 宁波市,男,24,100
浙江 宁波市,女,25,100
浙江 宁波市,女,53,100
浙江 宁波市,女,26,100
浙江 宁波市,男,26,100
浙江 宁波市,男,32,100
浙江 宁波市,男,25,100
浙江 宁波市,男,53,100
浙江 宁波市,男,26,100
浙江 宁波市,男,25,100
浙江 宁波市,男,23,100
浙江 宁波市,男,52,100
浙江 宁波市,男,28,100
浙江 宁波市,女,27,100
浙江 宁波市,女,37,53
浙江 宁波市,男,43,53
浙江 宁波市,女,24,52
浙江 宁波市,女,44,50
浙江 宁波市,男,34,40
浙江 宁波市,男,26,33
浙江 宁波市,男,25,30
浙江 宁波市,男,38,28
浙江 宁波市,男,27,23
浙江 宁波市,女,24,20
浙江 宁波市,女,28,15
浙江 宁波市,女,27,15
浙江 宁波市,男,32,15
浙江 宁波市,女,27,13
浙江 宁波市,男,31,12
浙江 宁波市,男,22,11
浙江 宁波市,男,21,10
浙江 宁波市,男,29,10
浙江 宁波市,男,26,10
浙江 宁波市,女,25,10
浙江 宁波市,女,33,10
浙江 宁波市,男,41,10
浙江 宁波市,女,31,6
浙江 宁波市,女,20,5
浙江 宁波市,男,30,5
浙江 宁波市,男,45,5
浙江 宁波市,男,26,5
浙江 宁波市,男,32,4
浙江 宁波市,男,24,3
浙江 宁波市,男,26,2
浙江 宁波市,男,20,2
浙江 宁波市,男,27,2
浙江 宁波市,男,32,2
浙江 宁波市,女,28,2
浙江 宁波市,女,27,2
浙江 宁波市,男,29,2
浙江 宁波市,男,32,1
浙江 宁波市,女,32,1
浙江 宁波市,女,37,0
浙江 宁波市,男,29,0
浙江 宁波市,男,27,0
浙江 宁波市,男,29,0
浙江 宁波市,男,28,0
浙江 宁波市,女,29,0
浙江 宁波市,女,33,0
浙江 宁波市,男,31,0
浙江 宁波市,女,23,0
浙江 宁波市,男,27,0
浙江 宁波市,男,24,0
浙江 宁波市,男,27,0
浙江 宁波市,女,35,0
浙江 宁波市,女,25,0
浙江 宁波市,男,39,0
浙江 宁波市,男,24,0
浙江 宁波市,男,31,0
浙江 宁波市,男,27,0
浙江 嘉兴市,男,39,1920896
浙江 嘉兴市,男,47,820005
浙江 嘉兴市,男,38,591401
浙江 嘉兴市,女,32,421082
浙江 嘉兴市,女,45,387041
浙江 嘉兴市,男,48,386361
浙江 嘉兴市,男,30,326468
浙江 嘉兴市,女,34,310081
浙江 嘉兴市,女,59,280000
浙江 嘉兴市,女,44,266049
浙江 嘉兴市,女,42,247431
浙江 嘉兴市,男,28,220159
浙江 嘉兴市,男,36,208951
浙江 嘉兴市,男,35,208038
浙江 嘉兴市,男,30,207889
浙江 嘉兴市,女,19,201000
浙江 嘉兴市,男,34,193429
浙江 嘉兴市,女,33,160081
浙江 嘉兴市,男,24,121550
浙江 嘉兴市,男,29,110000
浙江 嘉兴市,男,28,103036
浙江 嘉兴市,男,41,100000
浙江 嘉兴市,女,29,100000
浙江 嘉兴市,男,30,92474
浙江 嘉兴市,女,29,90107
浙江 嘉兴市,女,40,85158
浙江 嘉兴市,女,52,80015
浙江 嘉兴市,女,46,79271
浙江 嘉兴市,女,28,70084
浙江 嘉兴市,男,38,65660
浙江 嘉兴市,男,28,64146
浙江 嘉兴市,男,38,62838
浙江 嘉兴市,男,35,61201
浙江 嘉兴市,男,37,60001
浙江 嘉兴市,男,28,60000
浙江 嘉兴市,女,26,51003
浙江 嘉兴市,男,40,50000
浙江 嘉兴市,女,36,50000
浙江 嘉兴市,女,28,46000
浙江 嘉兴市,男,31,44479
浙江 嘉兴市,男,24,42100
浙江 嘉兴市,男,27,40100
浙江 嘉兴市,男,25,39446
浙江 嘉兴市,男,30,38001
浙江 嘉兴市,男,32,33002
浙江 嘉兴市,男,34,31000
浙江 嘉兴市,女,22,30541
浙江 嘉兴市,女,45,30081
浙江 嘉兴市,女,33,30001
浙江 嘉兴市,男,33,30000
浙江 嘉兴市,女,27,30000
浙江 嘉兴市,女,59,26003
浙江 嘉兴市,男,32,22007
浙江 嘉兴市,男,43,20081
浙江 嘉兴市,女,51,20010
浙江 嘉兴市,女,38,20003
浙江 嘉兴市,女,27,20000
浙江 嘉兴市,男,29,20000
浙江 嘉兴市,女,24,20000
浙江 嘉兴市,男,28,20000
浙江 嘉兴市,男,32,16620
浙江 嘉兴市,女,30,15000
浙江 嘉兴市,男,25,15000
浙江 嘉兴市,男,32,14800
浙江 嘉兴市,男,37,13318
浙江 嘉兴市,男,26,10240
浙江 嘉兴市,女,36,10006
浙江 嘉兴市,男,25,10003
浙江 嘉兴市,男,29,10002
浙江 嘉兴市,男,45,10000
浙江 嘉兴市,男,31,10000
浙江 嘉兴市,女,26,10000
浙江 嘉兴市,男,26,10000
浙江 嘉兴市,男,26,10000
浙江 嘉兴市,女,26,10000
浙江 嘉兴市,男,30,10000
浙江 嘉兴市,男,29,10000
浙江 嘉兴市,男,24,10000
浙江 嘉兴市,男,25,10000
浙江 嘉兴市,女,37,10000
浙江 嘉兴市,男,60,10000
浙江 嘉兴市,男,26,10000
浙江 嘉兴市,男,23,9900
浙江 嘉兴市,男,23,6006
浙江 嘉兴市,男,27,5402
浙江 嘉兴市,男,52,5018
浙江 嘉兴市,女,33,5003
浙江 嘉兴市,男,40,5000
浙江 嘉兴市,男,25,4601
浙江 嘉兴市,男,33,4028
浙江 嘉兴市,男,34,3500
浙江 嘉兴市,男,23,3219
浙江 嘉兴市,女,27,3010
浙江 嘉兴市,男,39,3008
浙江 嘉兴市,女,30,2801
浙江 嘉兴市,男,43,2505
浙江 嘉兴市,男,27,2502
浙江 嘉兴市,男,40,2005
浙江 嘉兴市,女,40,2004
浙江 嘉兴市,男,28,2003
浙江 嘉兴市,男,42,2001
浙江 嘉兴市,男,45,2000
浙江 嘉兴市,男,21,1600
浙江 嘉兴市,男,29,1100
浙江 嘉兴市,女,34,1003
浙江 嘉兴市,男,29,1000
浙江 嘉兴市,男,27,710
浙江 嘉兴市,男,36,701
浙江 嘉兴市,女,32,500
浙江 嘉兴市,女,24,500
浙江 嘉兴市,女,28,400
浙江 嘉兴市,男,29,341
浙江 嘉兴市,女,48,301
浙江 嘉兴市,男,28,300
浙江 嘉兴市,女,29,201
浙江 嘉兴市,女,20,200
浙江 嘉兴市,男,40,104
浙江 嘉兴市,男,29,103
浙江 嘉兴市,女,62,100
浙江 嘉兴市,男,34,100
浙江 嘉兴市,女,18,100
浙江 嘉兴市,女,26,100
浙江 嘉兴市,女,26,100
浙江 嘉兴市,女,30,100
浙江 嘉兴市,男,28,100
浙江 嘉兴市,男,33,100
浙江 嘉兴市,女,23,30
浙江 嘉兴市,男,26,20
浙江 嘉兴市,女,24,10
浙江 嘉兴市,男,23,10
浙江 嘉兴市,男,16,3
浙江 嘉兴市,男,31,3
浙江 嘉兴市,男,24,2
浙江 嘉兴市,男,33,2
浙江 嘉兴市,男,33,2
浙江 嘉兴市,女,31,2
浙江 嘉兴市,男,20,1
浙江 嘉兴市,男,29,1
浙江 嘉兴市,女,38,0
浙江 嘉兴市,男,39,0
浙江 嘉兴市,男,26,0
浙江 嘉兴市,男,29,0
浙江 嘉兴市,男,44,0
浙江 嘉兴市,男,23,0
浙江 台州市,男,34,1122455
浙江 台州市,男,36,946201
浙江 台州市,男,52,912845
浙江 台州市,男,50,900057
浙江 台州市,男,59,847213
浙江 台州市,男,21,537454
浙江 台州市,男,41,456915
浙江 台州市,男,31,453417
浙江 台州市,男,43,340115
浙江 台州市,女,44,313082
浙江 台州市,男,43,300000
浙江 台州市,男,66,284585
浙江 台州市,男,30,271329
浙江 台州市,男,37,259051
浙江 台州市,女,24,223402
浙江 台州市,女,35,207400
浙江 台州市,男,31,200002
浙江 台州市,男,27,200001
浙江 台州市,女,28,197341
浙江 台州市,女,28,153542
浙江 台州市,男,36,145676
浙江 台州市,男,51,138262
浙江 台州市,女,38,123081
浙江 台州市,男,33,120008
浙江 台州市,女,29,117044
浙江 台州市,男,27,115578
浙江 台州市,女,28,110879
浙江 台州市,男,45,110748
浙江 台州市,男,36,110053
浙江 台州市,男,40,100013
浙江 台州市,男,43,100007
浙江 台州市,男,28,100006
浙江 台州市,男,33,100003
浙江 台州市,男,24,92570
浙江 台州市,男,25,84658
浙江 台州市,女,24,80145
浙江 台州市,男,37,78835
浙江 台州市,男,35,70050
浙江 台州市,女,28,66539
浙江 台州市,男,24,61977
浙江 台州市,女,34,60086
浙江 台州市,女,27,56900
浙江 台州市,男,29,56226
浙江 台州市,男,45,52035
浙江 台州市,男,42,50000
浙江 台州市,男,21,49901
浙江 台州市,男,28,47991
浙江 台州市,男,28,40009
浙江 台州市,女,30,40008
浙江 台州市,男,53,38080
浙江 台州市,男,24,31686
浙江 台州市,男,38,30081
浙江 台州市,女,32,30001
浙江 台州市,男,29,29000
浙江 台州市,女,27,28073
浙江 台州市,男,29,27041
浙江 台州市,女,41,25032
浙江 台州市,男,30,24311
浙江 台州市,男,28,22670
浙江 台州市,女,27,21001
浙江 台州市,女,65,20100
浙江 台州市,男,35,20081
浙江 台州市,男,30,20081
浙江 台州市,男,30,20006
浙江 台州市,女,43,20001
浙江 台州市,男,43,20000
浙江 台州市,女,22,19333
浙江 台州市,男,38,13027
浙江 台州市,女,32,13008
浙江 台州市,女,30,13000
浙江 台州市,男,30,12010
浙江 台州市,男,18,12000
浙江 台州市,男,35,11600
浙江 台州市,男,30,11101
浙江 台州市,男,41,11010
浙江 台州市,女,26,10600
浙江 台州市,女,28,10091
浙江 台州市,男,48,10003
浙江 台州市,男,41,10003
浙江 台州市,男,46,10002
浙江 台州市,女,32,10000
浙江 台州市,女,39,10000
浙江 台州市,男,22,10000
浙江 台州市,男,38,10000
浙江 台州市,女,30,10000
浙江 台州市,女,28,10000
浙江 台州市,男,45,10000
浙江 台州市,男,19,9024
浙江 台州市,男,45,8032
浙江 台州市,女,24,6528
浙江 台州市,男,32,6000
浙江 台州市,男,25,5000
浙江 台州市,男,30,5000
浙江 台州市,女,22,4200
浙江 台州市,女,34,4000
浙江 台州市,男,49,2205
浙江 台州市,男,34,2003
浙江 台州市,男,28,2003
浙江 台州市,女,26,2000
浙江 台州市,男,29,2000
浙江 台州市,男,31,1402
浙江 台州市,女,23,1200
浙江 台州市,男,30,1004
浙江 台州市,女,26,1003
浙江 台州市,男,31,1000
浙江 台州市,男,28,1000
浙江 台州市,男,36,1000
浙江 台州市,男,57,1000
浙江 台州市,男,19,809
浙江 台州市,男,35,700
浙江 台州市,男,32,600
浙江 台州市,男,45,500
浙江 台州市,男,21,405
浙江 台州市,男,28,400
浙江 台州市,男,40,250
浙江 台州市,女,20,212
浙江 台州市,男,27,202
浙江 台州市,男,35,201
浙江 台州市,男,30,200
浙江 台州市,女,38,110
浙江 台州市,男,29,103
浙江 台州市,女,70,101
浙江 台州市,男,27,101
浙江 台州市,男,31,101
浙江 台州市,女,19,100
浙江 台州市,女,61,100
浙江 台州市,男,21,100
浙江 台州市,男,29,100
浙江 台州市,男,38,100
浙江 台州市,男,23,100
浙江 台州市,男,39,100
浙江 台州市,女,34,100
浙江 台州市,男,18,100
浙江 台州市,男,32,100
浙江 台州市,男,33,100
浙江 台州市,男,33,100
浙江 台州市,男,55,100
浙江 台州市,男,41,100
浙江 台州市,男,31,100
浙江 台州市,男,23,100
浙江 台州市,男,30,100
浙江 台州市,男,27,100
浙江 台州市,女,41,100
浙江 台州市,男,24,100
浙江 台州市,男,22,62
浙江 台州市,女,32,40
浙江 台州市,男,19,20
浙江 台州市,男,44,11
浙江 台州市,男,41,7
浙江 台州市,男,25,5
浙江 台州市,男,29,5
浙江 台州市,男,29,5
浙江 台州市,男,31,5
浙江 台州市,男,30,3
浙江 台州市,男,26,3
浙江 台州市,男,23,2
浙江 台州市,男,26,2
浙江 台州市,男,24,2
浙江 台州市,男,32,2
浙江 台州市,女,36,1
浙江 台州市,男,29,0
浙江 台州市,男,30,0
浙江 台州市,男,36,0
浙江 台州市,男,36,0
浙江 台州市,男,35,0
浙江 台州市,女,34,0
浙江 台州市,女,46,0
浙江 台州市,男,43,0
浙江 台州市,男,43,0
浙江 台州市,男,41,0
浙江 台州市,男,32,0
浙江 台州市,男,22,0
浙江 台州市,男,26,0
浙江 台州市,男,28,0
浙江 台州市,女,27,0
浙江 丽水市,男,32,120004
浙江 丽水市,男,35,64108
浙江 丽水市,男,30,61000
浙江 丽水市,男,22,50000
浙江 丽水市,男,29,30001
浙江 丽水市,男,53,11325
浙江 丽水市,男,33,6225
浙江 丽水市,男,44,5402
浙江 丽水市,男,28,3112
浙江 丽水市,男,24,2502
浙江 丽水市,男,41,2000
浙江 丽水市,男,27,2000
浙江 丽水市,男,34,1201
浙江 丽水市,女,51,1000
浙江 丽水市,男,25,1000
浙江 丽水市,男,26,1000
浙江 丽水市,男,37,500
浙江 丽水市,男,21,500
浙江 丽水市,男,28,300
浙江 丽水市,男,25,201
浙江 丽水市,男,23,200
浙江 丽水市,男,37,150
浙江 丽水市,女,35,100
浙江 丽水市,女,27,100
浙江 丽水市,女,41,100
浙江 丽水市,女,39,100
浙江 丽水市,男,38,100
浙江 丽水市,男,24,100
浙江 丽水市,男,42,23
浙江 丽水市,男,27,10
浙江 丽水市,男,33,10
浙江 丽水市,男,22,3
浙江 丽水市,女,28,0
浙江 丽水市,女,29,0
浙江 丽水市,男,23,0
浙江 丽水市,男,35,0
浙江 丽水市,男,32,0
河南 鹤壁市,男,41,565000
河南 鹤壁市,男,27,35801
河南 鹤壁市,女,28,28000
河南 鹤壁市,男,26,14601
河南 鹤壁市,男,30,10000
河南 鹤壁市,女,28,2000
河南 鹤壁市,男,39,1007
河南 鹤壁市,男,35,201
河南 鹤壁市,男,40,200
河南 鹤壁市,男,35,116
河南 鹤壁市,女,20,100
河南 鹤壁市,女,28,100
河南 鹤壁市,男,28,100
河南 鹤壁市,男,28,100
河南 鹤壁市,女,31,100
河南 鹤壁市,女,23,100
河南 鹤壁市,女,23,100
河南 鹤壁市,男,27,2
河南 鹤壁市,男,25,2
河南 驻马店市,男,27,481083
河南 驻马店市,男,39,194201
河南 驻马店市,男,41,192301
河南 驻马店市,男,35,158284
河南 驻马店市,男,27,109856
河南 驻马店市,男,36,85033
河南 驻马店市,男,27,45003
河南 驻马店市,男,25,43036
河南 驻马店市,男,31,20083
河南 驻马店市,男,26,19002
河南 驻马店市,男,30,10001
河南 驻马店市,女,34,10000
河南 驻马店市,男,32,6003
河南 驻马店市,男,29,4028
河南 驻马店市,男,33,1000
河南 驻马店市,男,30,500
河南 驻马店市,男,28,150
河南 驻马店市,女,35,100
河南 驻马店市,男,23,100
河南 驻马店市,男,24,100
河南 驻马店市,男,27,10
河南 驻马店市,男,27,2
河南 郑州市,女,31,3483624
河南 郑州市,女,44,3251178
河南 郑州市,男,26,3173505
河南 郑州市,女,34,2416826
河南 郑州市,男,42,2077959
河南 郑州市,女,51,2010022
河南 郑州市,女,58,2000003
河南 郑州市,女,43,2000000
河南 郑州市,女,48,2000000
河南 郑州市,男,36,1593841
河南 郑州市,女,38,1519001
河南 郑州市,女,61,1500004
河南 郑州市,女,27,1477670
河南 郑州市,男,30,1424896
河南 郑州市,女,38,1400065
河南 郑州市,男,40,1395303
河南 郑州市,男,23,1279616
河南 郑州市,男,37,1239959
河南 郑州市,女,57,1224909
河南 郑州市,男,49,1200009
河南 郑州市,男,31,1177061
河南 郑州市,男,33,1151482
河南 郑州市,女,29,1098436
河南 郑州市,女,44,1012899
河南 郑州市,女,70,1008799
河南 郑州市,女,50,1008371
河南 郑州市,女,49,1000005
河南 郑州市,女,41,1000000
河南 郑州市,男,30,1000000
河南 郑州市,女,65,1000000
河南 郑州市,女,31,936692
河南 郑州市,男,34,910206
河南 郑州市,男,36,900002
河南 郑州市,女,36,883078
河南 郑州市,男,31,840701
河南 郑州市,女,35,839642
河南 郑州市,男,29,836861
河南 郑州市,女,31,834360
河南 郑州市,男,47,827855
河南 郑州市,女,42,823756
河南 郑州市,男,37,818592
河南 郑州市,女,32,800000
河南 郑州市,男,56,800000
河南 郑州市,女,30,800000
河南 郑州市,男,37,764020
河南 郑州市,男,28,762333
河南 郑州市,男,38,752099
河南 郑州市,女,39,709981
河南 郑州市,女,31,687148
河南 郑州市,女,34,677698
河南 郑州市,男,49,676380
河南 郑州市,男,27,650064
河南 郑州市,男,36,645764
河南 郑州市,女,28,632106
河南 郑州市,男,36,612054
河南 郑州市,男,26,610002
河南 郑州市,女,40,605001
河南 郑州市,女,30,603022
河南 郑州市,女,36,600002
河南 郑州市,女,33,600000
河南 郑州市,女,51,600000
河南 郑州市,女,30,561743
河南 郑州市,男,46,540006
河南 郑州市,男,23,506841
河南 郑州市,男,33,477912
河南 郑州市,女,36,477904
河南 郑州市,女,53,477473
河南 郑州市,男,45,463000
河南 郑州市,女,32,421610
河南 郑州市,女,33,421111
河南 郑州市,女,50,420045
河南 郑州市,女,25,419082
河南 郑州市,男,36,407917
河南 郑州市,男,40,401081
河南 郑州市,女,35,400017
河南 郑州市,女,33,400005
河南 郑州市,男,41,400002
河南 郑州市,女,36,400000
河南 郑州市,女,32,400000
河南 郑州市,女,33,400000
河南 郑州市,男,43,400000
河南 郑州市,女,28,400000
河南 郑州市,男,43,400000
河南 郑州市,女,31,400000
河南 郑州市,男,44,400000
河南 郑州市,女,36,400000
河南 郑州市,女,28,393627
河南 郑州市,男,29,392961
河南 郑州市,男,33,383295
河南 郑州市,男,23,374129
河南 郑州市,女,33,350002
河南 郑州市,男,36,347184
河南 郑州市,男,35,340000
河南 郑州市,女,28,336387
河南 郑州市,男,23,330000
河南 郑州市,女,41,328100
河南 郑州市,男,35,326312
河南 郑州市,女,32,325000
河南 郑州市,女,39,324373
河南 郑州市,女,33,316002
河南 郑州市,男,40,315009
河南 郑州市,男,41,314426
河南 郑州市,女,34,306044
河南 郑州市,男,24,304924
河南 郑州市,女,31,300000
河南 郑州市,男,34,300000
河南 郑州市,女,36,299104
河南 郑州市,男,33,293196
河南 郑州市,女,45,293030
河南 郑州市,女,28,290145
河南 郑州市,男,33,287198
河南 郑州市,女,36,282000
河南 郑州市,女,28,281485
河南 郑州市,男,26,281165
河南 郑州市,女,25,280566
河南 郑州市,男,66,278081
河南 郑州市,男,28,274849
河南 郑州市,女,27,274218
河南 郑州市,女,30,271517
河南 郑州市,男,33,269500
河南 郑州市,男,43,267431
河南 郑州市,男,41,260007
河南 郑州市,女,32,259752
河南 郑州市,男,35,251082
河南 郑州市,男,32,248684
河南 郑州市,女,34,244011
河南 郑州市,女,36,240003
河南 郑州市,女,30,240000
河南 郑州市,女,28,239700
河南 郑州市,男,51,237730
河南 郑州市,女,32,237080
河南 郑州市,男,28,236118
河南 郑州市,女,42,229513
河南 郑州市,女,33,223081
河南 郑州市,男,31,222473
河南 郑州市,男,31,220013
河南 郑州市,女,22,217000
河南 郑州市,女,29,215503
河南 郑州市,女,27,205000
河南 郑州市,女,58,204800
河南 郑州市,男,23,202121
河南 郑州市,男,34,200001
河南 郑州市,男,30,200001
河南 郑州市,女,28,200000
河南 郑州市,女,61,200000
河南 郑州市,男,42,197974
河南 郑州市,女,39,194005
河南 郑州市,男,27,192848
河南 郑州市,男,30,191484
河南 郑州市,女,28,190011
河南 郑州市,男,30,184155
河南 郑州市,男,22,181559
河南 郑州市,男,47,179810
河南 郑州市,男,29,177003
河南 郑州市,男,27,176650
河南 郑州市,女,42,172901
河南 郑州市,女,24,170081
河南 郑州市,男,27,167454
河南 郑州市,女,37,166794
河南 郑州市,男,32,163729
河南 郑州市,男,25,160256
河南 郑州市,女,26,160202
河南 郑州市,男,30,160093
河南 郑州市,女,29,160083
河南 郑州市,男,58,160034
河南 郑州市,女,63,160010
河南 郑州市,女,41,160000
河南 郑州市,女,38,158815
河南 郑州市,男,33,156023
河南 郑州市,女,24,155001
河南 郑州市,女,34,151710
河南 郑州市,男,25,148931
河南 郑州市,男,32,146732
河南 郑州市,男,36,145009
河南 郑州市,女,27,142813
河南 郑州市,男,23,141166
河南 郑州市,男,36,140500
河南 郑州市,女,45,140015
河南 郑州市,女,33,140003
河南 郑州市,女,40,140003
河南 郑州市,男,31,140001
河南 郑州市,男,23,135992
河南 郑州市,女,27,132374
河南 郑州市,女,33,131212
河南 郑州市,男,59,131001
河南 郑州市,男,30,130668
河南 郑州市,女,37,130002
河南 郑州市,男,27,130001
河南 郑州市,男,22,130001
河南 郑州市,男,32,128079
河南 郑州市,女,47,127283
河南 郑州市,女,29,125493
河南 郑州市,男,32,125081
河南 郑州市,女,29,123408
河南 郑州市,男,38,120008
河南 郑州市,女,34,120000
河南 郑州市,男,36,120000
河南 郑州市,女,25,120000
河南 郑州市,女,27,120000
河南 郑州市,男,31,119985
河南 郑州市,女,40,119710
河南 郑州市,女,32,115068
河南 郑州市,男,34,115021
河南 郑州市,男,43,114182
河南 郑州市,女,34,114036
河南 郑州市,男,31,112900
河南 郑州市,女,38,110012
河南 郑州市,男,31,109598
河南 郑州市,男,26,109047
河南 郑州市,男,35,108806
河南 郑州市,男,29,105002
河南 郑州市,男,25,104768
河南 郑州市,男,23,102147
河南 郑州市,男,27,102043
河南 郑州市,男,33,101028
河南 郑州市,男,42,100500
河南 郑州市,女,40,100309
河南 郑州市,女,46,100127
河南 郑州市,男,43,100093
河南 郑州市,男,46,100069
河南 郑州市,男,31,100029
河南 郑州市,男,34,100007
河南 郑州市,男,30,100007
河南 郑州市,女,28,100004
河南 郑州市,男,39,100004
河南 郑州市,男,32,100002
河南 郑州市,女,37,100002
河南 郑州市,男,33,100002
河南 郑州市,男,32,100001
河南 郑州市,女,37,100001
河南 郑州市,男,45,100001
河南 郑州市,女,33,100000
河南 郑州市,女,29,100000
河南 郑州市,女,40,100000
河南 郑州市,男,38,100000
河南 郑州市,男,36,100000
河南 郑州市,男,28,98784
河南 郑州市,女,36,96802
河南 郑州市,男,32,90503
河南 郑州市,男,37,90046
河南 郑州市,女,39,90001
河南 郑州市,女,38,90000
河南 郑州市,女,27,88916
河南 郑州市,男,33,88092
河南 郑州市,男,35,88081
河南 郑州市,女,29,85081
河南 郑州市,男,31,85005
河南 郑州市,女,29,85000
河南 郑州市,男,26,84033
河南 郑州市,女,24,83858
河南 郑州市,男,26,83400
河南 郑州市,男,33,82857
河南 郑州市,女,26,82639
河南 郑州市,男,25,82082
河南 郑州市,女,38,82000
河南 郑州市,男,42,82000
河南 郑州市,男,48,81581
河南 郑州市,男,30,81434
河南 郑州市,女,27,80308
河南 郑州市,女,31,80004
河南 郑州市,女,25,80002
河南 郑州市,男,36,80002
河南 郑州市,男,28,80000
河南 郑州市,女,25,80000
河南 郑州市,女,35,80000
河南 郑州市,女,42,80000
河南 郑州市,男,27,79090
河南 郑州市,男,36,78544
河南 郑州市,男,31,78085
河南 郑州市,男,38,76013
河南 郑州市,女,27,75947
河南 郑州市,女,26,75000
河南 郑州市,女,28,73598
河南 郑州市,女,35,73081
河南 郑州市,男,34,72000
河南 郑州市,女,25,71205
河南 郑州市,男,33,71085
河南 郑州市,男,29,70101
河南 郑州市,男,32,70081
河南 郑州市,男,31,70002
河南 郑州市,男,34,70001
河南 郑州市,女,27,70001
河南 郑州市,男,39,70000
河南 郑州市,男,42,70000
河南 郑州市,女,34,69634
河南 郑州市,女,42,69549
河南 郑州市,男,29,69016
河南 郑州市,女,27,69005
河南 郑州市,女,28,69000
河南 郑州市,男,38,68620
河南 郑州市,男,25,67082
河南 郑州市,男,34,67051
河南 郑州市,女,33,66581
河南 郑州市,男,40,66546
河南 郑州市,女,58,66031
河南 郑州市,男,28,64645
河南 郑州市,女,29,62003
河南 郑州市,男,25,60931
河南 郑州市,女,26,60083
河南 郑州市,男,27,60081
河南 郑州市,男,26,60010
河南 郑州市,男,33,60008
河南 郑州市,男,44,60007
河南 郑州市,男,23,60007
河南 郑州市,女,34,60002
河南 郑州市,男,30,60002
河南 郑州市,男,31,60000
河南 郑州市,女,26,60000
河南 郑州市,女,40,60000
河南 郑州市,男,25,60000
河南 郑州市,女,28,59990
河南 郑州市,男,26,57207
河南 郑州市,男,25,57028
河南 郑州市,女,30,57013
河南 郑州市,男,29,55181
河南 郑州市,女,55,55000
河南 郑州市,女,41,53015
河南 郑州市,男,29,52502
河南 郑州市,男,36,50699
河南 郑州市,男,30,50424
河南 郑州市,女,52,50201
河南 郑州市,女,29,50147
河南 郑州市,男,32,50087
河南 郑州市,女,27,50082
河南 郑州市,女,32,50081
河南 郑州市,女,36,50081
河南 郑州市,女,31,50001
河南 郑州市,男,37,50000
河南 郑州市,男,26,50000
河南 郑州市,女,25,50000
河南 郑州市,男,33,50000
河南 郑州市,女,28,49400
河南 郑州市,男,31,48450
河南 郑州市,女,32,48301
河南 郑州市,男,39,47006
河南 郑州市,男,24,46606
河南 郑州市,女,26,46164
河南 郑州市,女,66,46081
河南 郑州市,男,34,46046
河南 郑州市,女,33,46009
河南 郑州市,男,45,46000
河南 郑州市,男,27,45412
河南 郑州市,女,26,45100
河南 郑州市,男,28,45019
河南 郑州市,女,30,45000
河南 郑州市,男,34,44003
河南 郑州市,男,21,42218
河南 郑州市,男,50,41738
河南 郑州市,男,27,41010
河南 郑州市,女,24,41000
河南 郑州市,男,33,40518
河南 郑州市,男,40,40163
河南 郑州市,男,35,40125
河南 郑州市,男,33,40110
河南 郑州市,男,34,40110
河南 郑州市,男,23,40087
河南 郑州市,女,31,40081
河南 郑州市,男,36,40029
河南 郑州市,男,26,40011
河南 郑州市,男,42,40006
河南 郑州市,女,35,40002
河南 郑州市,男,37,40002
河南 郑州市,女,39,40000
河南 郑州市,女,30,40000
河南 郑州市,女,32,40000
河南 郑州市,女,20,40000
河南 郑州市,男,29,39500
河南 郑州市,女,28,39110
河南 郑州市,女,26,38000
河南 郑州市,男,27,37943
河南 郑州市,男,16,36703
河南 郑州市,女,30,35891
河南 郑州市,男,27,35053
河南 郑州市,男,31,35044
河南 郑州市,女,33,35010
河南 郑州市,男,48,35002
河南 郑州市,女,29,35000
河南 郑州市,男,29,35000
